model_names,ratings,price,imgURL,storage_ram,os_processor,network,battery
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)",4.2,"₹24,990",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/u/4/-original-imag7f6chqmz5hzd.jpeg?q=70,Internal Storage128 GBRAM8 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 778GProcessor CoreOcta CorePrimary Clock Speed2.4 GHzSecondary Clock Speed1.8 GHz,"Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTE, 4G LTEBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/acWi-Fi HotspotYesInfraredYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4250 mAhBattery TypeLi-Po
"Redmi Note 5 Pro (Gold, 64 GB)",4.5,"₹16,999",https://rukminim2.flixcart.com/image/312/312/jdkjzww0/mobile/y/q/m/redmi-note-5-pro-mzb6084in-original-imaf2g8zj6y5vkqn.jpeg?q=70,Internal Storage64 GBRAM6 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Nougat 7.1.2Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41 (2535 - 2655 MHz), LTE FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4GSupported NetworksGSM, WCDMA, 4G VoLTE, UMTS, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Mi A2 (Gold, 64 GB)",4.2,"₹17,499",https://rukminim2.flixcart.com/image/312/312/jmf76vk0/mobile/z/d/w/mi-a2-na-original-imaf9c7jhzrvhhy8.jpeg?q=70,Internal Storage64 GBRAM4 GB,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 660 AIEProcessor CoreOcta CorePrimary Clock Speed2.2 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acMap SupportGoogle MapsGPS SupportYes",Battery Capacity3010 mAhBattery TypeLi-polymer
"Xiaomi 12 Pro 5G (Opera Mauve, 256 GB)",4.2,"₹44,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/c/x/-original-imagqmtffg9sjjp6.jpeg?q=70,Internal Storage256 GBRAM12 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeSnapdragon 8 Gen 1Processor CoreOcta CorePrimary Clock Speed3 GHzSecondary Clock Speed2.5 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850 MHz/ 900 MHz/ 1800 MHz/ 1900 MHz, 3G WCDMA: B1/B2/B4/B5/B6/B8/B19, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B66, 4G LTE TDD: B38/B39/B40/B41/B42/B48, 5G NSA+SA: n1/n3/n5/n7/n8/n20/n28/n38/n40/n41/n66/n77/n78/n79","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCYesUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackNAMap SupportGoogle MapsGPS SupportYes",Battery Capacity4600 mAhBattery TypeLithium PolymerTalk Time25 Hours
"Xiaomi 12 Pro 5G (Couture Blue, 256 GB)",4.2,"₹44,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/l/8/-original-imagqmtfgq7e4edm.jpeg?q=70,Internal Storage256 GBRAM12 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeSnapdragon 8 Gen 1Processor CoreOcta CorePrimary Clock Speed3 GHzSecondary Clock Speed2.5 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850 MHz/ 900 MHz/ 1800 MHz/ 1900 MHz, 3G WCDMA: B1/B2/B4/B5/B6/B8/B19, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B66, 4G LTE TDD: B38/B39/B40/B41/B42/B48, 5G NSA+SA: n1/n3/n5/n7/n8/n20/n28/n38/n40/n41/n66/n77/n78/n79","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCYesUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackNAMap SupportGoogle MapsGPS SupportYes",Battery Capacity4600 mAhBattery TypeLithium PolymerTalk Time25 Hours
"Xiaomi 11Lite NE (Diamond Dazzle, 128 GB)",4.2,"₹21,980",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/u/-original-imag7f6centfwcbz.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,"Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTE, 4G LTE",Battery Capacity4250 mAh
"Xiaomi 11Lite NE (Jazz Blue, 128 GB)",4.2,"₹22,490",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/f/-original-imag7f6cj8dytyj2.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,"Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTE, 4G LTE",Battery Capacity4250 mAh
"Xiaomi 11Lite NE (Jazz Blue, 128 GB)",4.2,"₹21,980",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/f/-original-imag7f6cj8dytyj2.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,"Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTE, 4G LTE",Battery Capacity4250 mAh
"Xiaomi 12 Pro 5G (Opera Mauve, 256 GB)",4.1,"₹41,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/c/x/-original-imagqmtffg9sjjp6.jpeg?q=70,Internal Storage256 GBRAM8 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeSnapdragon 8 Gen 1Processor CoreOcta CorePrimary Clock Speed3 GHzSecondary Clock Speed2.5 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850 MHz/ 900 MHz/ 1800 MHz/ 1900 MHz, 3G WCDMA: B1/B2/B4/B5/B6/B8/B19, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B66, 4G LTE TDD: B38/B39/B40/B41/B42/B48, 5G NSA+SA: n1/n3/n5/n7/n8/n20/n28/n38/n40/n41/n66/n77/n78/n79","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCYesUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackNAMap SupportGoogle MapsGPS SupportYes",Battery Capacity4600 mAhBattery TypeLithium PolymerTalk Time25 Hours
"Mi 11X (Lunar White, 128 GB)",4.2,"₹25,980",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/8/o/-original-imaggcz7bfchgq8g.jpeg?q=70,Internal Storage128 GBRAM8 GB,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 870Processor CoreOcta CorePrimary Clock Speed3.2 GHzOperating Frequency2G GSM: 850/900/1800/1900 MHz, 3G WDCMA: B1/B2/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8, 4G LTE TDD: B38/B40/B41, 5G: n77/n78","Network Type5G, 4G, 3G, 2GSupported Networks5G, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesInfraredYesUSB ConnectivityYesEDGEYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4520 mAh
"Mi 11X (Cosmic Black, 128 GB)",4.2,"₹23,999",https://rukminim2.flixcart.com/image/312/312/kp78e4w0/mobile/b/2/u/11x-11x-mi-original-imag3hqsshfzpv4u.jpeg?q=70,Internal Storage128 GBRAM8 GB,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 870Processor CoreOcta CorePrimary Clock Speed3.2 GHzOperating Frequency2G GSM: 850/900/1800/1900 MHz, 3G WDCMA: B1/B2/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8, 4G LTE TDD: B38/B40/B41, 5G: n77/n78","Network Type5G, 4G, 3G, 2GSupported Networks5G, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesInfraredYesUSB ConnectivityYesEDGEYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4520 mAh
"Mi 11X (Celestial Silver, 128 GB)",4.2,"₹22,990",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/c/5/-original-imaggcz8kjjfgfvf.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 870Processor CoreOcta CorePrimary Clock Speed3.2 GHzOperating Frequency2G GSM: 850/900/1800/1900 MHz, 3G WDCMA: B1/B2/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8, 4G LTE TDD: B38/B40/B41, 5G: n77/n78","Network Type5G, 4G, 3G, 2GSupported Networks5G, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesInfraredYesUSB ConnectivityYesEDGEYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4520 mAh
"Redmi 9A (SeaBlue, 32 GB)",4.3,"₹7,490",https://rukminim2.flixcart.com/image/312/312/kesv0y80/mobile/w/g/r/mi-redmi-9a-b08696xb4b-original-imafve7pjpemhwk5.jpeg?q=70,Internal Storage32 GBRAM2 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 10Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 3GSupported Networks4G VoLTE, GSM",Battery Capacity5000 mAh
"Redmi 9A (Nature Green, 32 GB)",4.3,"₹7,490",https://rukminim2.flixcart.com/image/312/312/kesv0y80/mobile/k/h/9/mi-redmi-9a-b08696xb4b-original-imafve7pte7e4zmp.jpeg?q=70,Internal Storage32 GBRAM2 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 10Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 3GSupported Networks4G VoLTE, GSM",Battery Capacity5000 mAhDual BatteryYes
"Xiaomi 12 Pro 5G (Couture Blue, 256 GB)",4.1,"₹41,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/l/8/-original-imagqmtfgq7e4edm.jpeg?q=70,Internal Storage256 GBRAM8 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeSnapdragon 8 Gen 1Processor CoreOcta CorePrimary Clock Speed3 GHzSecondary Clock Speed2.5 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850 MHz/ 900 MHz/ 1800 MHz/ 1900 MHz, 3G WCDMA: B1/B2/B4/B5/B6/B8/B19, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B66, 4G LTE TDD: B38/B39/B40/B41/B42/B48, 5G NSA+SA: n1/n3/n5/n7/n8/n20/n28/n38/n40/n41/n66/n77/n78/n79","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCYesUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackNAMap SupportGoogle MapsGPS SupportYes",Battery Capacity4600 mAhBattery TypeLithium PolymerTalk Time25 Hours
"Xiaomi 12 Pro 5G (Couture Blue, 256 GB)",4.1,"₹41,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/l/8/-original-imagqmtfgq7e4edm.jpeg?q=70,Internal Storage256 GBRAM8 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeSnapdragon 8 Gen 1Processor CoreOcta CorePrimary Clock Speed3 GHzSecondary Clock Speed2.5 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850 MHz/ 900 MHz/ 1800 MHz/ 1900 MHz, 3G WCDMA: B1/B2/B4/B5/B6/B8/B19, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B66, 4G LTE TDD: B38/B39/B40/B41/B42/B48, 5G NSA+SA: n1/n3/n5/n7/n8/n20/n28/n38/n40/n41/n66/n77/n78/n79","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCYesUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackNAMap SupportGoogle MapsGPS SupportYes",Battery Capacity4600 mAhBattery TypeLithium PolymerTalk Time25 Hours
"Redmi 9A (Sea Blue, 32 GB)",4.3,"₹8,490",https://rukminim2.flixcart.com/image/312/312/kesv0y80/mobile/w/g/r/mi-redmi-9a-b08696xb4b-original-imafve7pjpemhwk5.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage512 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor TypeMediaTek Helio G25Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.5 GHz,Network Type4G VOLTESupported Networks4G VoLTE3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYes,Battery Capacity5000 mAhBattery Typelithium-polymer
"Mi 10T (Lunar Silver, 128 GB)",4.1,"₹37,999",https://rukminim2.flixcart.com/image/312/312/kg6vfrk0/mobile/8/y/a/mi-10t-mzb07zcin-original-imafwhccy8hynwp6.jpeg?q=70,Internal Storage128 GBRAM8 GB,"Operating SystemAndroid 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHzOperating Frequency2G GSM: B2/B3/B5/B8, WCDMA: B1/B2/B4/B5/B8, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B20/B28/B32, 4G LTE TDD: B38/B40/B41, 5G: n1/n3/n7/n8/n20/n28/n38/n41/n77/n78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYesAudio JackUSB Type CMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAh
"Redmi 8 (Ruby Red, 64 GB)",4.4,"₹10,999",https://rukminim2.flixcart.com/image/312/312/k1fbmvk0/mobile/4/f/f/mi-redmi-8-mzb8251in-original-imafhyacmxaefxgw.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 439Processor CoreOcta CorePrimary Clock Speed1.95 GHzSecondary Clock Speed1.45 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, LTE TDD: B40, B41, LTE FDD: B1, B3, B5, B8","Network Type4G VOLTE, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv4.2Wi-FiYesWi-Fi Version802.11 b/g/nWi-Fi HotspotYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAhBattery TypeLi-polymer
"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)",4.2,"₹23,999",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/j/u/r/-original-imagagf6zvvbfjjg.jpeg?q=70,Internal Storage128 GBRAM6 GBTotal Memory128 GBExpandable Storage1 TBSupported Memory Card TypeMicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzTertiary Clock Speed2.5 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, EDGE, Wi-Fi, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4500 mAhTalk Time28 hrs
"Redmi Go (Black, 16 GB)",4.3,"₹5,999",https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/g/g/z/mi-redmi-go-mzb7703in-original-imafeju5hfeprype.jpeg?q=70,Internal Storage16 GBRAM1 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 425Processor CoreQuad CorePrimary Clock Speed1.4 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5, B8","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAh
"Mi 10T (Cosmic Black, 128 GB)",4.1,"₹37,999",https://rukminim2.flixcart.com/image/312/312/kg6vfrk0/mobile/h/m/z/mi-10t-mzb07zain-original-imafwhbyyvhd3g9v.jpeg?q=70,Internal Storage128 GBRAM8 GB,"Operating SystemAndroid 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHzOperating Frequency2G GSM: B2/B3/B5/B8, WCDMA: B1/B2/B4/B5/B8, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B20/B28/B32, 4G LTE TDD: B38/B40/B41, 5G: n1/n3/n7/n8/n20/n28/n38/n41/n77/n78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYesAudio JackUSB Type CMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAh
"REDMI Note 11 Pro (Stealth Black, 128 GB)",4.2,"₹20,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/0/c/-original-imagcvg4ghr3ykge.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz,"Network Type4GSupported Networks4G LTE, GSM",Battery Capacity5000 mAh
"Redmi Go (Blue, 16 GB)",4.3,"₹5,999",https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/f/d/f/mi-redmi-go-mzb7704in-original-imafeju5rpkdjp4g.jpeg?q=70,Internal Storage16 GBRAM1 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 425Processor CoreQuad CorePrimary Clock Speed1.4 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5, B8","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAh
"Redmi 7A (Matte Gold, 32 GB)",4.3,"₹6,999",https://rukminim2.flixcart.com/image/312/312/k65d18w0pkrrdj/mobile-refurbished/f/a/x/redmi-7a-16-u-mzb7995in-mi-2-original-imafg27hgnkdfchm.jpeg?q=70,Internal Storage32 GBRAM2 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 439Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.45 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE - (LTE TDD) B40, B41, (LTE FDD) B1, B3, B5, B8","Network Type4G VOLTE, 3G, 2GSupported Networks4G VoLTE, UMTS, GSM, 4G LTE, WCDMABluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi 7A (Matte Black, 32 GB)",4.3,"₹6,999",https://rukminim2.flixcart.com/image/312/312/k65d18w0pkrrdj/mobile-refurbished/m/j/w/redmi-7a-32-d-mzb7800in-mi-2-original-imafg27hkgpkhsdy.jpeg?q=70,Internal Storage32 GBRAM2 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 439Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.45 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE - (LTE TDD) B40, B41, (LTE FDD) B1, B3, B5, B8","Network Type4G VOLTE, 3G, 2GSupported Networks4G VoLTE, UMTS, GSM, 4G LTE, WCDMABluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi Go (Blue, 8 GB)",4.3,"₹5,999",https://rukminim2.flixcart.com/image/312/312/jteoosw0/mobile/3/e/3/mi-redmi-go-mzb7186in-original-imafercbuyz96gte.jpeg?q=70,Internal Storage8 GBRAM1 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 425Processor CoreQuad CorePrimary Clock Speed1.4 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5, B8","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAh
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)",4.2,"₹21,990",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/1/f/-original-imagkn6dut9njh7f.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz,Network Type5GSupported Networks5G,Battery Capacity4250 mAh
